trip_id;stop;stop_by_name
OCESN005320F280289697;[87481002, 87484006, 87487603, 87571240, 87393702, 87723197, 87722025];['Nantes', 'Angers-St-Laud', 'Saumur', 'St-Pierre-des-Corps', 'Massy-TGV', 'Lyon-Part-Dieu', 'Lyon-Perrache']
OCESN005332F29029-1193754286;[87471003, 87396002, 87393702, 87723197, 87318964, 87751008];['Rennes', 'Le Mans', 'Massy-TGV', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Marseille-St-Charles']
OCESN005332F580589710;[87471003, 87396002, 87393702, 87723197, 87318964, 87319012, 87751008];['Rennes', 'Le Mans', 'Massy-TGV', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN005332F670679720;[87471003, 87396002, 87393702, 87723197];['Rennes', 'Le Mans', 'Massy-TGV', 'Lyon-Part-Dieu']
OCESN005332F720729707;[87471003, 87396002, 87393702, 87723197, 87763029, 87318964, 87751008];['Rennes', 'Le Mans', 'Massy-TGV', 'Lyon-Part-Dieu', 'Valence-TGV', 'Avignon-TGV', 'Marseille-St-Charles']
OCESN005336F010019781;[87471003, 87478404, 87393702, 87723197, 87763029, 87775007, 87773002];['Rennes', 'Laval', 'Massy-TGV', 'Lyon-Part-Dieu', 'Valence-TGV', 'NÃ®mes', 'Montpellier-Saint-Roch']
OCESN005336F020029776;[87471003, 87478404, 87393702, 87723197, 87722025];['Rennes', 'Laval', 'Massy-TGV', 'Lyon-Part-Dieu', 'Lyon-Perrache']
OCESN005338F240249786;[87471003, 87396002, 87393702, 87723197, 87722025];['Rennes', 'Le Mans', 'Massy-TGV', 'Lyon-Part-Dieu', 'Lyon-Perrache']
OCESN005338F270279790;[87471003, 87478404, 87396002, 87393702, 87723197, 87318964, 87319012, 87751008];['Rennes', 'Laval', 'Le Mans', 'Massy-TGV', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN005338F280289792;[87471003, 87478404, 87396002, 87393702, 87723197, 87763029, 87318964, 87319012, 87751008];['Rennes', 'Laval', 'Le Mans', 'Massy-TGV', 'Lyon-Part-Dieu', 'Valence-TGV', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN005338F410419783;[87471003, 87478404, 87396002, 87393702, 87723197];['Rennes', 'Laval', 'Le Mans', 'Massy-TGV', 'Lyon-Part-Dieu']
OCESN005341F200209801;[87471003, 87478404, 87396002, 87393702, 87723197, 87763029, 87775007, 87773002];['Rennes', 'Laval', 'Le Mans', 'Massy-TGV', 'Lyon-Part-Dieu', 'Valence-TGV', 'NÃ®mes', 'Montpellier-Saint-Roch']
OCESN005350F010019814;[87722025, 87723197, 87393702, 87571240, 87484006, 87481002];['Lyon-Perrache', 'Lyon-Part-Dieu', 'Massy-TGV', 'St-Pierre-des-Corps', 'Angers-St-Laud', 'Nantes']
OCESN005352F120129821;[87751008, 87318964, 87763029, 87723197, 87393702, 87571240, 87484006, 87481002];['Marseille-St-Charles', 'Avignon-TGV', 'Valence-TGV', 'Lyon-Part-Dieu', 'Massy-TGV', 'St-Pierre-des-Corps', 'Angers-St-Laud', 'Nantes']
OCESN005354F170179824;[87722025, 87723197, 87393702, 87396002, 87484006, 87481002];['Lyon-Perrache', 'Lyon-Part-Dieu', 'Massy-TGV', 'Le Mans', 'Angers-St-Laud', 'Nantes']
OCESN005357F460469842;[87751008, 87319012, 87318964, 87723197, 87393702, 87396002, 87484006, 87481002];['Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Lyon-Part-Dieu', 'Massy-TGV', 'Le Mans', 'Angers-St-Laud', 'Nantes']
OCESN005358F150159847;[87688887, 87703975, 87763029, 87723197, 87393702, 87571240, 87487603, 87484006, 87481002];['Montpellier-Sud-France', 'NÃ®mes Pont-du-Gard', 'Valence-TGV', 'Lyon-Part-Dieu', 'Massy-TGV', 'St-Pierre-des-Corps', 'Saumur', 'Angers-St-Laud', 'Nantes']
OCESN005358F33033-1194054287;[87688887, 87703975, 87763029, 87723197, 87393702, 87571240];['Montpellier-Sud-France', 'NÃ®mes Pont-du-Gard', 'Valence-TGV', 'Lyon-Part-Dieu', 'Massy-TGV', 'St-Pierre-des-Corps']
OCESN005376F180189863;[87751008, 87318964, 87763029, 87723197, 87393579, 87393009, 87381509, 87411017, 87413013];['Marseille-St-Charles', 'Avignon-TGV', 'Valence-TGV', 'Lyon-Part-Dieu', 'Massy-Palaiseau', 'Versailles-Chantiers', 'Mantes-la-Jolie', 'Rouen-Rive-Droite', 'Le Havre']
OCESN005376F230239861;[87723197, 87393579, 87393009, 87381509, 87411017, 87413013];['Lyon-Part-Dieu', 'Massy-Palaiseau', 'Versailles-Chantiers', 'Mantes-la-Jolie', 'Rouen-Rive-Droite', 'Le Havre']
OCESN005376F290299864;[87751008, 87318964, 87763029, 87723197, 87393579, 87393009];['Marseille-St-Charles', 'Avignon-TGV', 'Valence-TGV', 'Lyon-Part-Dieu', 'Massy-Palaiseau', 'Versailles-Chantiers']
OCESN005376F310319862;[87751008, 87318964, 87763029, 87723197, 87393579, 87393009, 87381509, 87411017];['Marseille-St-Charles', 'Avignon-TGV', 'Valence-TGV', 'Lyon-Part-Dieu', 'Massy-Palaiseau', 'Versailles-Chantiers', 'Mantes-la-Jolie', 'Rouen-Rive-Droite']
OCESN005381F010019871;[87722025, 87723197, 87393702, 87396002, 87478404, 87471003];['Lyon-Perrache', 'Lyon-Part-Dieu', 'Massy-TGV', 'Le Mans', 'Laval', 'Rennes']
OCESN005382F100109875;[87722025, 87723197, 87393702, 87396002, 87471003];['Lyon-Perrache', 'Lyon-Part-Dieu', 'Massy-TGV', 'Le Mans', 'Rennes']
OCESN005382F190199877;[87751008, 87318964, 87763029, 87723197, 87393702, 87396002, 87471003];['Marseille-St-Charles', 'Avignon-TGV', 'Valence-TGV', 'Lyon-Part-Dieu', 'Massy-TGV', 'Le Mans', 'Rennes']
OCESN005384F110119893;[87773002, 87775007, 87723197, 87393702, 87396002, 87471003];['Montpellier-Saint-Roch', 'NÃ®mes', 'Lyon-Part-Dieu', 'Massy-TGV', 'Le Mans', 'Rennes']
OCESN005386F01001-1195354292;[87751008, 87318964, 87723197, 87393702, 87396002, 87478404, 87471003];['Marseille-St-Charles', 'Avignon-TGV', 'Lyon-Part-Dieu', 'Massy-TGV', 'Le Mans', 'Laval', 'Rennes']
OCESN005386F680689915;[87751008, 87319012, 87318964, 87723197, 87393702, 87396002, 87478404, 87471003];['Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Lyon-Part-Dieu', 'Massy-TGV', 'Le Mans', 'Laval', 'Rennes']
OCESN005386F800809904;[87751008, 87318964, 87763029, 87723197, 87393702, 87396002, 87478404, 87471003];['Marseille-St-Charles', 'Avignon-TGV', 'Valence-TGV', 'Lyon-Part-Dieu', 'Massy-TGV', 'Le Mans', 'Laval', 'Rennes']
OCESN005400F150159999;[87223263, 87313882, 87271494, 87171926, 87142109, 87212027];['Lille Europe', 'TGV Haute-Picardie', 'AÃ©ropt-C-de-Gaulle-TGV', 'Champagne-Ardenne', 'Lorraine-TGV', 'Strasbourg']
OCESN005420F0400410007;[87212027, 87142109, 87171926, 87271494, 87313882, 87223263];['Strasbourg', 'Lorraine-TGV', 'Champagne-Ardenne', 'AÃ©ropt-C-de-Gaulle-TGV', 'TGV Haute-Picardie', 'Lille Europe']
OCESN005440F1901910015;[87581009, 87583005, 87575001, 87571240, 87393702, 87111849, 87171926, 87147322, 87142109, 87212027];['Bordeaux-St-Jean', 'AngoulÃªme', 'Poitiers', 'St-Pierre-des-Corps', 'Massy-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Champagne-Ardenne', 'Meuse-TGV', 'Lorraine-TGV', 'Strasbourg']
OCESN005450F1901910031;[87212027, 87142109, 87147322, 87171926, 87111849, 87393702, 87571240, 87575001, 87583005, 87581009];['Strasbourg', 'Lorraine-TGV', 'Meuse-TGV', 'Champagne-Ardenne', 'Marne-la-VallÃ©e-Chessy.', 'Massy-TGV', 'St-Pierre-des-Corps', 'Poitiers', 'AngoulÃªme', 'Bordeaux-St-Jean']
OCESN005460F1301310070;[87471003, 87393702, 87111849, 87171926, 87142109, 87212027];['Rennes', 'Massy-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Champagne-Ardenne', 'Lorraine-TGV', 'Strasbourg']
OCESN005470F1601610077;[87212027, 87142109, 87171926, 87271494, 87111849, 87393702, 87396002, 87471003];['Strasbourg', 'Lorraine-TGV', 'Champagne-Ardenne', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Massy-TGV', 'Le Mans', 'Rennes']
OCESN005480F1501510095;[87481002, 87484006, 87396002, 87393702, 87111849, 87171926, 87142109, 87212027];['Nantes', 'Angers-St-Laud', 'Le Mans', 'Massy-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Champagne-Ardenne', 'Lorraine-TGV', 'Strasbourg']
OCESN005482F0200210111;[87481002, 87484006, 87396002, 87393702, 87111849, 87271494, 87171926, 87142109, 87212027];['Nantes', 'Angers-St-Laud', 'Le Mans', 'Massy-TGV', 'Marne-la-VallÃ©e-Chessy.', 'AÃ©ropt-C-de-Gaulle-TGV', 'Champagne-Ardenne', 'Lorraine-TGV', 'Strasbourg']
OCESN005487F1301310125;[87212027, 87142109, 87171926, 87271494, 87111849, 87393702, 87396002, 87484006, 87481002];['Strasbourg', 'Lorraine-TGV', 'Champagne-Ardenne', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Massy-TGV', 'Le Mans', 'Angers-St-Laud', 'Nantes']
OCESN005487F1601610130;[87212027, 87142109, 87171926, 87271494, 87111849, 87393702, 87571240, 87484006, 87481002];['Strasbourg', 'Lorraine-TGV', 'Champagne-Ardenne', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Massy-TGV', 'St-Pierre-des-Corps', 'Angers-St-Laud', 'Nantes']
OCESN005488F2102110140;[87212027, 87142109, 87171926, 87111849, 87393702, 87484006, 87481002];['Strasbourg', 'Lorraine-TGV', 'Champagne-Ardenne', 'Marne-la-VallÃ©e-Chessy.', 'Massy-TGV', 'Angers-St-Laud', 'Nantes']
OCESN005488F2202210141;[87212027, 87142109, 87171926, 87111849, 87393702, 87396002, 87484006, 87481002];['Strasbourg', 'Lorraine-TGV', 'Champagne-Ardenne', 'Marne-la-VallÃ©e-Chessy.', 'Massy-TGV', 'Le Mans', 'Angers-St-Laud', 'Nantes']
OCESN005488F3403410148;[87212027, 87142109, 87171926, 87111849, 87393702, 87396002, 87484006];['Strasbourg', 'Lorraine-TGV', 'Champagne-Ardenne', 'Marne-la-VallÃ©e-Chessy.', 'Massy-TGV', 'Le Mans', 'Angers-St-Laud']
OCESN005500F0100110154;[87773002, 87775007, 87723197, 87725689, 87713040, 87300863, 87300822, 87182063, 87212027, 87192039];['Montpellier-Saint-Roch', 'NÃ®mes', 'Lyon-Part-Dieu', 'MÃ¢con-Ville', 'Dijon-Ville', 'BesanÃ§on-Franche-ComtÃ©', 'Belfort-MontbÃ©liard-TGV', 'Mulhouse', 'Strasbourg', 'Metz-Ville']
OCESN005512F0100110156;[87722025, 87723197, 87694109, 87111849, 87171926, 87141002];['Lyon-Perrache', 'Lyon-Part-Dieu', 'Creusot - TGV (le)', 'Marne-la-VallÃ©e-Chessy.', 'Champagne-Ardenne', 'Nancy-Ville']
OCESN005516F0800810166;[87756056, 87757674, 87757625, 87757526, 87755447, 87755009, 87751008, 87319012, 87318964, 87722025, 87725689, 87725002, 87713545, 87713040, 87300863, 87300822, 87182063, 87182014, 87212027, 87141002];['Nice-Ville', 'Antibes', 'Cannes', 'St-RaphaÃ«l-Valescure', 'Les Arcs-Draguignan', 'Toulon', 'Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Lyon-Perrache', 'MÃ¢con-Ville', 'Chalon-sur-SaÃ´ne', 'Beaune', 'Dijon-Ville', 'BesanÃ§on-Franche-ComtÃ©', 'Belfort-MontbÃ©liard-TGV', 'Mulhouse', 'Colmar', 'Strasbourg', 'Nancy-Ville']
OCESN005521F0100110180;[87192039, 87212027, 87182063, 87300822, 87300863, 87713040, 87725689, 87723197, 87775007, 87773002];['Metz-Ville', 'Strasbourg', 'Mulhouse', 'Belfort-MontbÃ©liard-TGV', 'BesanÃ§on-Franche-ComtÃ©', 'Dijon-Ville', 'MÃ¢con-Ville', 'Lyon-Part-Dieu', 'NÃ®mes', 'Montpellier-Saint-Roch']
OCESN005532F0100110194;[87212027, 87141002, 87171926, 87111849, 87723197, 87722025];['Strasbourg', 'Nancy-Ville', 'Champagne-Ardenne', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Part-Dieu', 'Lyon-Perrache']
OCESN005535F0200210203;[87141002, 87171926, 87111849, 87723197, 87722025];['Nancy-Ville', 'Champagne-Ardenne', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Part-Dieu', 'Lyon-Perrache']
OCESN005537F0100110208;[87141002, 87212027, 87182063, 87300822, 87300863, 87713040, 87725689, 87723197, 87318964, 87319012, 87751008, 87755009, 87755447, 87757526, 87757625, 87757674, 87756056];['Nancy-Ville', 'Strasbourg', 'Mulhouse', 'Belfort-MontbÃ©liard-TGV', 'BesanÃ§on-Franche-ComtÃ©', 'Dijon-Ville', 'MÃ¢con-Ville', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles', 'Toulon', 'Les Arcs-Draguignan', 'St-RaphaÃ«l-Valescure', 'Cannes', 'Antibes', 'Nice-Ville']
OCESN005537F0400410210;[87141002, 87212027, 87182063, 87300822, 87300863, 87713040, 87725689, 87723197];['Nancy-Ville', 'Strasbourg', 'Mulhouse', 'Belfort-MontbÃ©liard-TGV', 'BesanÃ§on-Franche-ComtÃ©', 'Dijon-Ville', 'MÃ¢con-Ville', 'Lyon-Part-Dieu']
OCESN005537F0500510205;[87141002, 87214056, 87182063, 87300822, 87300863, 87713040, 87725689, 87723197, 87318964, 87319012, 87751008, 87755009, 87755447, 87757526, 87757625, 87757674, 87756056];['Nancy-Ville', 'SÃ©lestat', 'Mulhouse', 'Belfort-MontbÃ©liard-TGV', 'BesanÃ§on-Franche-ComtÃ©', 'Dijon-Ville', 'MÃ¢con-Ville', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles', 'Toulon', 'Les Arcs-Draguignan', 'St-RaphaÃ«l-Valescure', 'Cannes', 'Antibes', 'Nice-Ville']
OCESN005537F1401410218;[87212027, 87182063, 87300822, 87300863, 87713040, 87725689, 87723197, 87318964, 87319012, 87751008, 87755009, 87755447, 87757526, 87757625, 87757674, 87756056];['Strasbourg', 'Mulhouse', 'Belfort-MontbÃ©liard-TGV', 'BesanÃ§on-Franche-ComtÃ©', 'Dijon-Ville', 'MÃ¢con-Ville', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles', 'Toulon', 'Les Arcs-Draguignan', 'St-RaphaÃ«l-Valescure', 'Cannes', 'Antibes', 'Nice-Ville']
OCESN006024F1101110500;[87751008, 87319012, 87318964, 87686006];['Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Paris-Gare-de-Lyon']
OCESN006030F1001010511;[87773002, 87775007, 87763029, 87686006];['Montpellier-Saint-Roch', 'NÃ®mes', 'Valence-TGV', 'Paris-Gare-de-Lyon']
OCESN006030F1701710510;[87784009, 87781104, 87781005, 87781278, 87773200, 87773002, 87775007, 87763029, 87686006];['Perpignan', 'Narbonne', 'BÃ©ziers', 'Agde', 'SÃ¨te', 'Montpellier-Saint-Roch', 'NÃ®mes', 'Valence-TGV', 'Paris-Gare-de-Lyon']
OCESN006031F0300310514;[87686006, 87763029, 87775007, 87773002, 87773200, 87781278, 87781005];['Paris-Gare-de-Lyon', 'Valence-TGV', 'NÃ®mes', 'Montpellier-Saint-Roch', 'SÃ¨te', 'Agde', 'BÃ©ziers']
OCESN006033F0400410523;[87686006, 87763029, 87775007, 87773002];['Paris-Gare-de-Lyon', 'Valence-TGV', 'NÃ®mes', 'Montpellier-Saint-Roch']
OCESN006035F1301310539;[87686006, 87763029, 87775007, 87773002, 87781005, 87781104, 87784009];['Paris-Gare-de-Lyon', 'Valence-TGV', 'NÃ®mes', 'Montpellier-Saint-Roch', 'BÃ©ziers', 'Narbonne', 'Perpignan']
OCESN006037F1301310551;[87686006, 87763029, 87775007, 87773002, 87773200, 87781278, 87781005, 87781104, 87784009];['Paris-Gare-de-Lyon', 'Valence-TGV', 'NÃ®mes', 'Montpellier-Saint-Roch', 'SÃ¨te', 'Agde', 'BÃ©ziers', 'Narbonne', 'Perpignan']
OCESN006046F0500510563;[87688887, 87703975, 87686006];['Montpellier-Sud-France', 'NÃ®mes Pont-du-Gard', 'Paris-Gare-de-Lyon']
OCESN006047F0700710571;[87686006, 87763029, 87703975, 87688887, 87773200, 87781278, 87781005, 87781104, 87784009];['Paris-Gare-de-Lyon', 'Valence-TGV', 'NÃ®mes Pont-du-Gard', 'Montpellier-Sud-France', 'SÃ¨te', 'Agde', 'BÃ©ziers', 'Narbonne', 'Perpignan']
OCESN006047F0800810566;[87686006, 87763029, 87703975, 87688887];['Paris-Gare-de-Lyon', 'Valence-TGV', 'NÃ®mes Pont-du-Gard', 'Montpellier-Sud-France']
OCESN006048F0400410575;[87688887, 87703975, 87763029, 87686006];['Montpellier-Sud-France', 'NÃ®mes Pont-du-Gard', 'Valence-TGV', 'Paris-Gare-de-Lyon']
OCESN006049F1001010583;[87686006, 87703975, 87688887];['Paris-Gare-de-Lyon', 'NÃ®mes Pont-du-Gard', 'Montpellier-Sud-France']
OCESN006052F0500510589;[87784009, 87781104, 87781005, 87781278, 87773200, 87688887, 87703975, 87763029, 87686006];['Perpignan', 'Narbonne', 'BÃ©ziers', 'Agde', 'SÃ¨te', 'Montpellier-Sud-France', 'NÃ®mes Pont-du-Gard', 'Valence-TGV', 'Paris-Gare-de-Lyon']
OCESN006074F1601610592;[87756056, 87757674, 87757625, 87757526, 87755009, 87751008, 87686006];['Nice-Ville', 'Antibes', 'Cannes', 'St-RaphaÃ«l-Valescure', 'Toulon', 'Marseille-St-Charles', 'Paris-Gare-de-Lyon']
OCESN006077F18018~TGF55102;[87686006, 87751008, 87755009, 87757526, 87757625, 87757674, 87756056];['Paris-Gare-de-Lyon', 'Marseille-St-Charles', 'Toulon', 'St-RaphaÃ«l-Valescure', 'Cannes', 'Antibes', 'Nice-Ville']
OCESN006077F20020-1233154307;[87686006, 87751008];['Paris-Gare-de-Lyon', 'Marseille-St-Charles']
OCESN006080F0500510606;[87751008, 87686006];['Marseille-St-Charles', 'Paris-Gare-de-Lyon']
OCESN006101F0800810609;[87686006, 87318964, 87319012, 87751008];['Paris-Gare-de-Lyon', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN006102F1501510614;[87319012, 87318964, 87686006];['Aix-en-Provence-TGV', 'Avignon-TGV', 'Paris-Gare-de-Lyon']
OCESN006109F1101110633;[87686006, 87762906, 87318964, 87319012, 87751008];['Paris-Gare-de-Lyon', 'Lyon-Saint-Exupery-Tgv', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN006112F08008-1233254308;[87751008, 87318964, 87686006];['Marseille-St-Charles', 'Avignon-TGV', 'Paris-Gare-de-Lyon']
OCESN006124F0700710673;[87755629, 87755009, 87751008, 87319012, 87318964, 87686006];['HyÃ¨res', 'Toulon', 'Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Paris-Gare-de-Lyon']
OCESN006129F0600610689;[87686006, 87318964, 87319012, 87751008, 87755009];['Paris-Gare-de-Lyon', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles', 'Toulon']
OCESN006131F17017-1234154313;[87686006, 87318964, 87319012];['Paris-Gare-de-Lyon', 'Avignon-TGV', 'Aix-en-Provence-TGV']
OCESN006150F0800810724;[87755009, 87319012, 87318964, 87763029, 87686006];['Toulon', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Valence-TGV', 'Paris-Gare-de-Lyon']
OCESN006153F0800810729;[87686006, 87319012, 87751008, 87755009];['Paris-Gare-de-Lyon', 'Aix-en-Provence-TGV', 'Marseille-St-Charles', 'Toulon']
OCESN006155F1001010735;[87686006, 87751008, 87755009, 87755629];['Paris-Gare-de-Lyon', 'Marseille-St-Charles', 'Toulon', 'HyÃ¨res']
OCESN006163F1001010739;[87686006, 87318964, 87755009, 87757526, 87757625, 87757674, 87756056];['Paris-Gare-de-Lyon', 'Avignon-TGV', 'Toulon', 'St-RaphaÃ«l-Valescure', 'Cannes', 'Antibes', 'Nice-Ville']
OCESN006165F1001010746;[87686006, 87318964, 87751008, 87755009, 87757526, 87757625, 87757674, 87756056];['Paris-Gare-de-Lyon', 'Avignon-TGV', 'Marseille-St-Charles', 'Toulon', 'St-RaphaÃ«l-Valescure', 'Cannes', 'Antibes', 'Nice-Ville']
OCESN006168F0800810755;[87756056, 87757674, 87757625, 87757526, 87755447, 87755009, 87751008, 87686006];['Nice-Ville', 'Antibes', 'Cannes', 'St-RaphaÃ«l-Valescure', 'Les Arcs-Draguignan', 'Toulon', 'Marseille-St-Charles', 'Paris-Gare-de-Lyon']
OCESN006169F1801810756;[87686006, 87318964, 87319012, 87751008, 87755009, 87757526, 87757625, 87757674, 87756056];['Paris-Gare-de-Lyon', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles', 'Toulon', 'St-RaphaÃ«l-Valescure', 'Cannes', 'Antibes', 'Nice-Ville']
OCESN006170F0200210762;[87756056, 87757674, 87757625, 87757526, 87755009, 87318964, 87686006];['Nice-Ville', 'Antibes', 'Cannes', 'St-RaphaÃ«l-Valescure', 'Toulon', 'Avignon-TGV', 'Paris-Gare-de-Lyon']
OCESN006174F1801810778;[87756486, 87756403, 87756056, 87757674, 87757625, 87757526, 87755009, 87751008, 87686006];['Menton', 'Monaco-Monte-Carlo', 'Nice-Ville', 'Antibes', 'Cannes', 'St-RaphaÃ«l-Valescure', 'Toulon', 'Marseille-St-Charles', 'Paris-Gare-de-Lyon']
OCESN006175F0600610781;[87686006, 87751008, 87755009, 87755447, 87757526, 87757625, 87757674, 87756056];['Paris-Gare-de-Lyon', 'Marseille-St-Charles', 'Toulon', 'Les Arcs-Draguignan', 'St-RaphaÃ«l-Valescure', 'Cannes', 'Antibes', 'Nice-Ville']
OCESN006176F1301310788;[87756056, 87757674, 87757625, 87757526, 87755009, 87751008, 87319012, 87318964, 87686006];['Nice-Ville', 'Antibes', 'Cannes', 'St-RaphaÃ«l-Valescure', 'Toulon', 'Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Paris-Gare-de-Lyon']
OCESN006177F1401410790;[87686006, 87751008, 87755009, 87757526, 87757625, 87757674, 87756056, 87756403, 87756486];['Paris-Gare-de-Lyon', 'Marseille-St-Charles', 'Toulon', 'St-RaphaÃ«l-Valescure', 'Cannes', 'Antibes', 'Nice-Ville', 'Monaco-Monte-Carlo', 'Menton']
OCESN006177F1601610793;[87686006, 87318964, 87751008, 87755009, 87757526, 87757625, 87757674, 87756056, 87756403, 87756486];['Paris-Gare-de-Lyon', 'Avignon-TGV', 'Marseille-St-Charles', 'Toulon', 'St-RaphaÃ«l-Valescure', 'Cannes', 'Antibes', 'Nice-Ville', 'Monaco-Monte-Carlo', 'Menton']
OCESN006180F2102110797;[87756056, 87757674, 87757625, 87755447, 87755009, 87751008, 87686006];['Nice-Ville', 'Antibes', 'Cannes', 'Les Arcs-Draguignan', 'Toulon', 'Marseille-St-Charles', 'Paris-Gare-de-Lyon']
OCESN006187F0800810813;[87686006, 87318964, 87755009];['Paris-Gare-de-Lyon', 'Avignon-TGV', 'Toulon']
OCESN006191F2502510825;[87686006, 87762906, 87761007, 87764001, 87765107, 87765008, 87753657, 87753004];['Paris-Gare-de-Lyon', 'Lyon-Saint-Exupery-Tgv', 'Valence-Ville', 'MontÃ©limar', 'Orange', 'Avignon-Centre', 'Arles', 'Miramas']
OCESN006191F2902910829;[87686006, 87762906, 87761007, 87764001, 87765107, 87765008];['Paris-Gare-de-Lyon', 'Lyon-Saint-Exupery-Tgv', 'Valence-Ville', 'MontÃ©limar', 'Orange', 'Avignon-Centre']
OCESN006194F1201210848;[87753004, 87753657, 87765008, 87765107, 87763029, 87762906, 87686006];['Miramas', 'Arles', 'Avignon-Centre', 'Orange', 'Valence-TGV', 'Lyon-Saint-Exupery-Tgv', 'Paris-Gare-de-Lyon']
OCESN006194F2602610855;[87753004, 87753657, 87765008, 87765107, 87764001, 87761007, 87762906, 87686006];['Miramas', 'Arles', 'Avignon-Centre', 'Orange', 'MontÃ©limar', 'Valence-Ville', 'Lyon-Saint-Exupery-Tgv', 'Paris-Gare-de-Lyon']
OCESN006196F2702710868;[87765008, 87765107, 87764001, 87761007, 87762906, 87686006];['Avignon-Centre', 'Orange', 'MontÃ©limar', 'Valence-Ville', 'Lyon-Saint-Exupery-Tgv', 'Paris-Gare-de-Lyon']
OCESN006198F4504510872;[87753004, 87753657, 87765008, 87765107, 87764001, 87761007, 87725705, 87686006];['Miramas', 'Arles', 'Avignon-Centre', 'Orange', 'MontÃ©limar', 'Valence-Ville', 'MÃ¢con-LochÃ©-TGV', 'Paris-Gare-de-Lyon']
OCESN006198F4604610889;[87753004, 87753657, 87765008, 87765107, 87764001, 87761007, 87686006];['Miramas', 'Arles', 'Avignon-Centre', 'Orange', 'MontÃ©limar', 'Valence-Ville', 'Paris-Gare-de-Lyon']
OCESN006225F5505510963;[87686006, 87763029, 87703975, 87688887, 87773200, 87781278, 87781005];['Paris-Gare-de-Lyon', 'Valence-TGV', 'NÃ®mes Pont-du-Gard', 'Montpellier-Sud-France', 'SÃ¨te', 'Agde', 'BÃ©ziers']
OCESN006250F0100110971;[87781005, 87781278, 87773200, 87688887, 87703975, 87686006];['BÃ©ziers', 'Agde', 'SÃ¨te', 'Montpellier-Sud-France', 'NÃ®mes Pont-du-Gard', 'Paris-Gare-de-Lyon']
OCESN006258F0600610997;[87784009, 87781104, 87781005, 87781278, 87773200, 87688887, 87703975, 87686006];['Perpignan', 'Narbonne', 'BÃ©ziers', 'Agde', 'SÃ¨te', 'Montpellier-Sud-France', 'NÃ®mes Pont-du-Gard', 'Paris-Gare-de-Lyon']
OCESN006279F0100111038;[87686006, 87703975, 87688887, 87773200, 87781278, 87781005, 87781104, 87784009];['Paris-Gare-de-Lyon', 'NÃ®mes Pont-du-Gard', 'Montpellier-Sud-France', 'SÃ¨te', 'Agde', 'BÃ©ziers', 'Narbonne', 'Perpignan']
OCESN006401F0400411043;[87686006, 87741009, 87741306, 87742320, 87742361, 87742007];['Paris-Gare-de-Lyon', 'ChambÃ©ry-Chal.-les-Eaux', 'St-Avre-la-Chambre', 'St-Jean-de-Maurienne-A.', 'St-Michel-Valloire', 'Modane']
OCESN006406F0400411045;[87742007, 87742361, 87742320, 87741306, 87741009, 87686006];['Modane', 'St-Michel-Valloire', 'St-Jean-de-Maurienne-A.', 'St-Avre-la-Chambre', 'ChambÃ©ry-Chal.-les-Eaux', 'Paris-Gare-de-Lyon']
