trip_id;stop;stop_by_name
OCESN008702F1301314339;[87474098, 87474155, 87476317, 87476002, 87476200, 87476606, 87471300, 87471003, 87391003];['Quimper', 'Rosporden', 'QuimperlÃ©', 'Lorient', 'Auray', 'Vannes', 'Redon', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008702F1901914343;[87474098, 87474155, 87476317, 87476002, 87476200, 87476606, 87471003, 87391003];['Quimper', 'Rosporden', 'QuimperlÃ©', 'Lorient', 'Auray', 'Vannes', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008704F0700714353;[87474098, 87476002, 87476606, 87471003, 87391003];['Quimper', 'Lorient', 'Vannes', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008706F0700714361;[87474098, 87476002, 87476200, 87476606, 87471003, 87478404, 87391003];['Quimper', 'Lorient', 'Auray', 'Vannes', 'Rennes', 'Laval', 'Paris-Montparnasse 1-2']
OCESN008707F2002014374;[87391003, 87471003, 87471300, 87476606, 87476200, 87476002, 87474155, 87474098];['Paris-Montparnasse 1-2', 'Rennes', 'Redon', 'Vannes', 'Auray', 'Lorient', 'Rosporden', 'Quimper']
OCESN008707F2502514365;[87391003, 87478404, 87471003, 87471300, 87476606, 87476200, 87476002, 87474155, 87474098];['Paris-Montparnasse 1-2', 'Laval', 'Rennes', 'Redon', 'Vannes', 'Auray', 'Lorient', 'Rosporden', 'Quimper']
OCESN008711F0400414389;[87391003, 87471003, 87476606, 87476200, 87476002, 87476317, 87474098];['Paris-Montparnasse 1-2', 'Rennes', 'Vannes', 'Auray', 'Lorient', 'QuimperlÃ©', 'Quimper']
OCESN008721F0300314421;[87391003, 87476606, 87476200, 87476002, 87474098];['Paris-Montparnasse 1-2', 'Vannes', 'Auray', 'Lorient', 'Quimper']
OCESN008722F34034~TGF55372;[87474098, 87476002, 87476200, 87476606, 87471003, 87391003];['Quimper', 'Lorient', 'Auray', 'Vannes', 'Rennes', 'Paris-Montparnasse 1-2']
OCESN008722F3703714430;[87474098, 87476002, 87476200, 87476606, 87471300, 87471003, 87478404, 87391003];['Quimper', 'Lorient', 'Auray', 'Vannes', 'Redon', 'Rennes', 'Laval', 'Paris-Montparnasse 1-2']
OCESN008723F0900914437;[87391003, 87471003, 87471300, 87476606, 87476002, 87476317, 87474098];['Paris-Montparnasse 1-2', 'Rennes', 'Redon', 'Vannes', 'Lorient', 'QuimperlÃ©', 'Quimper']
OCESN008727F0300314447;[87391003, 87471300, 87476606, 87476200, 87476002, 87476317, 87474155, 87474098];['Paris-Montparnasse 1-2', 'Redon', 'Vannes', 'Auray', 'Lorient', 'QuimperlÃ©', 'Rosporden', 'Quimper']
OCESN008732F0300314470;[87474098, 87476002, 87476606, 87391003];['Quimper', 'Lorient', 'Vannes', 'Paris-Montparnasse 1-2']
OCESN008739F1001014494;[87391003, 87471003, 87471300, 87476606, 87476200, 87476002, 87476317, 87474155, 87474098];['Paris-Montparnasse 1-2', 'Rennes', 'Redon', 'Vannes', 'Auray', 'Lorient', 'QuimperlÃ©', 'Rosporden', 'Quimper']
OCESN008740F0400414495;[87474098, 87476002, 87476200, 87476606, 87471300, 87391003];['Quimper', 'Lorient', 'Auray', 'Vannes', 'Redon', 'Paris-Montparnasse 1-2']
OCESN008742F0400414502;[87474098, 87476002, 87476200, 87476606, 87391003];['Quimper', 'Lorient', 'Auray', 'Vannes', 'Paris-Montparnasse 1-2']
OCESN008747F0800814517;[87391003, 87476606, 87476002, 87474098];['Paris-Montparnasse 1-2', 'Vannes', 'Lorient', 'Quimper']
OCESN008790F10010~TGA55389;[87476002, 87476606, 87471300, 87471003, 87396002, 87391003];['Lorient', 'Vannes', 'Redon', 'Rennes', 'Le Mans', 'Paris-Montparnasse 1-2']
OCESN008791F0400414549;[87391003, 87396002, 87478404, 87471508, 87471003, 87476606, 87476200, 87476002];['Paris-Montparnasse 1-2', 'Le Mans', 'Laval', 'VitrÃ©', 'Rennes', 'Vannes', 'Auray', 'Lorient']
OCESN008801F0800814553;[87391003, 87481002];['Paris-Montparnasse 1-2', 'Nantes']
OCESN008802F0700714556;[87481002, 87391003];['Nantes', 'Paris-Montparnasse 1-2']
OCESN008803F0900914560;[87391003, 87396408, 87484006, 87481002];['Paris-Montparnasse 1-2', 'SablÃ©-sur-Sarthe', 'Angers-St-Laud', 'Nantes']
OCESN008827F2402414621;[87391003, 87484006];['Paris-Montparnasse 1-2', 'Angers-St-Laud']
OCESN008860F1601614640;[87481002, 87484006, 87396408, 87396002, 87391003];['Nantes', 'Angers-St-Laud', 'SablÃ©-sur-Sarthe', 'Le Mans', 'Paris-Montparnasse 1-2']
OCESN008884F0900914677;[87481002, 87481192, 87484006, 87396002, 87391003];['Nantes', 'Ancenis', 'Angers-St-Laud', 'Le Mans', 'Paris-Montparnasse 1-2']
OCESN008890F0900914684;[87396002, 87391003];['Le Mans', 'Paris-Montparnasse 1-2']
OCESN008893F0400414689;[87391003, 87396002];['Paris-Montparnasse 1-2', 'Le Mans']
OCESN008900F0700714699;[87481705, 87481002, 87484006, 87391003];['St-Nazaire', 'Nantes', 'Angers-St-Laud', 'Paris-Montparnasse 1-2']
OCESN008901F0600614701;[87391003, 87481002, 87481705];['Paris-Montparnasse 1-2', 'Nantes', 'St-Nazaire']
OCESN008904F0500514705;[87481705, 87481002, 87391003];['St-Nazaire', 'Nantes', 'Paris-Montparnasse 1-2']
OCESN008905F1201214707;[87391003, 87484006, 87481002, 87481705];['Paris-Montparnasse 1-2', 'Angers-St-Laud', 'Nantes', 'St-Nazaire']
OCESN008912F1001014718;[87481788, 87481754, 87481705, 87481002, 87484006, 87396002, 87391003];['Le Croisic', 'La Baule-Escoublac', 'St-Nazaire', 'Nantes', 'Angers-St-Laud', 'Le Mans', 'Paris-Montparnasse 1-2']
OCESN008913F3403414726;[87391003, 87396002, 87484006, 87481002, 87481705, 87481754, 87481788];['Paris-Montparnasse 1-2', 'Le Mans', 'Angers-St-Laud', 'Nantes', 'St-Nazaire', 'La Baule-Escoublac', 'Le Croisic']
OCESN008916F0600614727;[87481788, 87481762, 87481754, 87481747, 87481705, 87481002, 87391003];['Le Croisic', 'Le Pouliguen', 'La Baule-Escoublac', 'Pornichet', 'St-Nazaire', 'Nantes', 'Paris-Montparnasse 1-2']
OCESN008917F0900914733;[87391003, 87396002, 87484006, 87481002, 87481705, 87481747, 87481754, 87481762, 87481788];['Paris-Montparnasse 1-2', 'Le Mans', 'Angers-St-Laud', 'Nantes', 'St-Nazaire', 'Pornichet', 'La Baule-Escoublac', 'Le Pouliguen', 'Le Croisic']
OCESN008921F2102114735;[87391003, 87484006, 87481002, 87481705, 87481754, 87481788];['Paris-Montparnasse 1-2', 'Angers-St-Laud', 'Nantes', 'St-Nazaire', 'La Baule-Escoublac', 'Le Croisic']
OCESN008922F23023~TGF55532;[87481705, 87481002, 87484006, 87396002, 87391003];['St-Nazaire', 'Nantes', 'Angers-St-Laud', 'Le Mans', 'Paris-Montparnasse 1-2']
OCESN008926F06006~TGA55537;[87481788, 87481754, 87481705, 87481002, 87484006, 87396408, 87391003];['Le Croisic', 'La Baule-Escoublac', 'St-Nazaire', 'Nantes', 'Angers-St-Laud', 'SablÃ©-sur-Sarthe', 'Paris-Montparnasse 1-2']
OCESN008927F0600614753;[87391003, 87484006, 87481002, 87481705, 87481747, 87481754, 87481762, 87481788];['Paris-Montparnasse 1-2', 'Angers-St-Laud', 'Nantes', 'St-Nazaire', 'Pornichet', 'La Baule-Escoublac', 'Le Pouliguen', 'Le Croisic']
OCESN008930F1001014757;[87481788, 87481762, 87481754, 87481747, 87481705, 87481002, 87484006, 87396002, 87391003];['Le Croisic', 'Le Pouliguen', 'La Baule-Escoublac', 'Pornichet', 'St-Nazaire', 'Nantes', 'Angers-St-Laud', 'Le Mans', 'Paris-Montparnasse 1-2']
OCESN008931F1501514762;[87391003, 87396408, 87484006, 87481002, 87481705, 87481754, 87481788];['Paris-Montparnasse 1-2', 'SablÃ©-sur-Sarthe', 'Angers-St-Laud', 'Nantes', 'St-Nazaire', 'La Baule-Escoublac', 'Le Croisic']
OCESN008934F0600614766;[87481788, 87481762, 87481754, 87481747, 87481705, 87481002, 87484006, 87391003];['Le Croisic', 'Le Pouliguen', 'La Baule-Escoublac', 'Pornichet', 'St-Nazaire', 'Nantes', 'Angers-St-Laud', 'Paris-Montparnasse 1-2']
OCESN008935F10010~TGD55544;[87391003, 87396002, 87481192, 87481002, 87481705, 87481747, 87481754, 87481762, 87481788];['Paris-Montparnasse 1-2', 'Le Mans', 'Ancenis', 'Nantes', 'St-Nazaire', 'Pornichet', 'La Baule-Escoublac', 'Le Pouliguen', 'Le Croisic']
OCESN008970F1001014779;[87486449, 87486019, 87481002, 87484006, 87391003];"[""Les Sables-d'Olonne"", 'La Roche-sur-Yon', 'Nantes', 'Angers-St-Laud', 'Paris-Montparnasse 1-2']"
OCESN008972F1401414781;[87486449, 87486019, 87481002, 87484006, 87396002, 87391003];"[""Les Sables-d'Olonne"", 'La Roche-sur-Yon', 'Nantes', 'Angers-St-Laud', 'Le Mans', 'Paris-Montparnasse 1-2']"
OCESN008973F24024~TGA55555;[87391003, 87396002, 87484006, 87481002, 87486019, 87486449];"['Paris-Montparnasse 1-2', 'Le Mans', 'Angers-St-Laud', 'Nantes', 'La Roche-sur-Yon', ""Les Sables-d'Olonne""]"
OCESN008973F2802814786;[87391003, 87396002, 87484006, 87481002, 87486019];['Paris-Montparnasse 1-2', 'Le Mans', 'Angers-St-Laud', 'Nantes', 'La Roche-sur-Yon']
OCESN008984F2702714797;[87486019, 87481002, 87484006, 87391003];['La Roche-sur-Yon', 'Nantes', 'Angers-St-Laud', 'Paris-Montparnasse 1-2']
OCESN008985F1401414801;[87391003, 87396408, 87484006, 87481002, 87486019, 87486449];"['Paris-Montparnasse 1-2', 'SablÃ©-sur-Sarthe', 'Angers-St-Laud', 'Nantes', 'La Roche-sur-Yon', ""Les Sables-d'Olonne""]"
OCESN009240F1701714883;[83016451, 83002485, 83002451, 83002220, 83002048, 83002022, 87742007, 87742320, 87741009, 87725705, 87686006];['Milano-Porta-Garibaldi', 'Novara', 'Vercelli', 'Torino PS (Turin)', 'Oulx-Cesana-Clav-Sestri', 'Bardonecchia-Stazione', 'Modane', 'St-Jean-de-Maurienne-A.', 'ChambÃ©ry-Chal.-les-Eaux', 'MÃ¢con-LochÃ©-TGV', 'Paris-Gare-de-Lyon']
OCESN009241F1401414895;[87686006, 87723197, 87741009, 87742007, 83002022, 83002048, 83002220, 83016451];['Paris-Gare-de-Lyon', 'Lyon-Part-Dieu', 'ChambÃ©ry-Chal.-les-Eaux', 'Modane', 'Bardonecchia-Stazione', 'Oulx-Cesana-Clav-Sestri', 'Torino PS (Turin)', 'Milano-Porta-Garibaldi']
OCESN009241F2502514887;[87686006, 87762906, 87741009, 87742007, 83002022, 83002048, 83002220, 83016451];['Paris-Gare-de-Lyon', 'Lyon-Saint-Exupery-Tgv', 'ChambÃ©ry-Chal.-les-Eaux', 'Modane', 'Bardonecchia-Stazione', 'Oulx-Cesana-Clav-Sestri', 'Torino PS (Turin)', 'Milano-Porta-Garibaldi']
OCESN009244F1401414901;[83016451, 83002220, 83002048, 83002022, 87742007, 87741009, 87741132, 87725705, 87686006];['Milano-Porta-Garibaldi', 'Torino PS (Turin)', 'Oulx-Cesana-Clav-Sestri', 'Bardonecchia-Stazione', 'Modane', 'ChambÃ©ry-Chal.-les-Eaux', 'Aix-les-Bains-le-Revard', 'MÃ¢con-LochÃ©-TGV', 'Paris-Gare-de-Lyon']
OCESN009245F1601614912;[87686006, 87762906, 87741009, 87742007, 83002022, 83002048, 83002220, 83002451, 83002485, 83016451];['Paris-Gare-de-Lyon', 'Lyon-Saint-Exupery-Tgv', 'ChambÃ©ry-Chal.-les-Eaux', 'Modane', 'Bardonecchia-Stazione', 'Oulx-Cesana-Clav-Sestri', 'Torino PS (Turin)', 'Vercelli', 'Novara', 'Milano-Porta-Garibaldi']
OCESN009245F3703714914;[87686006, 87725705, 87741009, 87742007, 83002022, 83002048, 83002220, 83002451, 83002485, 83016451];['Paris-Gare-de-Lyon', 'MÃ¢con-LochÃ©-TGV', 'ChambÃ©ry-Chal.-les-Eaux', 'Modane', 'Bardonecchia-Stazione', 'Oulx-Cesana-Clav-Sestri', 'Torino PS (Turin)', 'Vercelli', 'Novara', 'Milano-Porta-Garibaldi']
OCESN009245F5505514917;[87686006, 87762906, 87747006, 87742007, 83002022, 83002048, 83002220, 83002451, 83002485, 83016451];['Paris-Gare-de-Lyon', 'Lyon-Saint-Exupery-Tgv', 'Grenoble', 'Modane', 'Bardonecchia-Stazione', 'Oulx-Cesana-Clav-Sestri', 'Torino PS (Turin)', 'Vercelli', 'Novara', 'Milano-Porta-Garibaldi']
OCESN009248F3503514929;[83016451, 83002220, 83002048, 83002022, 87742007, 87741009, 87723197, 87686006];['Milano-Porta-Garibaldi', 'Torino PS (Turin)', 'Oulx-Cesana-Clav-Sestri', 'Bardonecchia-Stazione', 'Modane', 'ChambÃ©ry-Chal.-les-Eaux', 'Lyon-Part-Dieu', 'Paris-Gare-de-Lyon']
OCESN009249F0500514933;[87686006, 87762906, 87741009, 87742320, 87742007, 83002022, 83002048, 83002220, 83016451];['Paris-Gare-de-Lyon', 'Lyon-Saint-Exupery-Tgv', 'ChambÃ©ry-Chal.-les-Eaux', 'St-Jean-de-Maurienne-A.', 'Modane', 'Bardonecchia-Stazione', 'Oulx-Cesana-Clav-Sestri', 'Torino PS (Turin)', 'Milano-Porta-Garibaldi']
OCESN009251F2502514944;[87686006, 87725705, 87741009, 87742007, 83002022, 83002048, 83002220, 83016451];['Paris-Gare-de-Lyon', 'MÃ¢con-LochÃ©-TGV', 'ChambÃ©ry-Chal.-les-Eaux', 'Modane', 'Bardonecchia-Stazione', 'Oulx-Cesana-Clav-Sestri', 'Torino PS (Turin)', 'Milano-Porta-Garibaldi']
OCESN009551F0400414973;[87113001, 87193003, 80253914, 80196980, 80140087, 80110684];['Paris-Est', 'Forbach', 'SaarbrÃ¼cken /Sarrebruck', 'Kaiserslautern-Hbf', 'Mannheim-Hbf', 'Frankfurt/M (Francfort)']
OCESN009552F0400414979;[80110684, 80140087, 80196980, 80253914, 87113001];['Frankfurt/M (Francfort)', 'Mannheim-Hbf', 'Kaiserslautern-Hbf', 'SaarbrÃ¼cken /Sarrebruck', 'Paris-Est']
OCESN009552F0500514981;[80110684, 80140087, 80196980, 80253914, 87193003, 87113001];['Frankfurt/M (Francfort)', 'Mannheim-Hbf', 'Kaiserslautern-Hbf', 'SaarbrÃ¼cken /Sarrebruck', 'Forbach', 'Paris-Est']
OCESN009560F0500515017;[80110684, 80140087, 80142281, 87212027, 87113001];['Frankfurt/M (Francfort)', 'Mannheim-Hbf', 'Karlsruhe-Hbf', 'Strasbourg', 'Paris-Est']
OCESN009561F1101115030;[87113001, 87212027, 80142281, 80140087, 80110684];['Paris-Est', 'Strasbourg', 'Karlsruhe-Hbf', 'Mannheim-Hbf', 'Frankfurt/M (Francfort)']
OCESN009570F0200215064;[80290346, 80142281, 87212027, 87113001];['Stuttgart', 'Karlsruhe-Hbf', 'Strasbourg', 'Paris-Est']
OCESN009575F1401415093;[87113001, 87212027, 80142281, 80290346];['Paris-Est', 'Strasbourg', 'Karlsruhe-Hbf', 'Stuttgart']
OCESN009576F0900915123;[80203471, 80021402, 80291039, 80290346, 80142281, 87212027, 87113001];['MÃ¼nchen Hbf (Munich)', 'Augsburg-Hbf', 'Ulm-Hbf', 'Stuttgart', 'Karlsruhe-Hbf', 'Strasbourg', 'Paris-Est']
OCESN009577F1101115139;[87113001, 87212027, 80142281, 80290346, 80291039, 80021402, 80203471];['Paris-Est', 'Strasbourg', 'Karlsruhe-Hbf', 'Stuttgart', 'Ulm-Hbf', 'Augsburg-Hbf', 'MÃ¼nchen Hbf (Munich)']
OCESN009580F0100115175;[80110684, 80140087, 80142281, 80142778, 87212027, 87182063, 87300822, 87300863, 87725002, 87723197, 87318964, 87319012, 87751008];['Frankfurt/M (Francfort)', 'Mannheim-Hbf', 'Karlsruhe-Hbf', 'Baden-Baden', 'Strasbourg', 'Mulhouse', 'Belfort-MontbÃ©liard-TGV', 'BesanÃ§on-Franche-ComtÃ©', 'Chalon-sur-SaÃ´ne', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN009583F0100115182;[87751008, 87319012, 87318964, 87723197, 87725002, 87300863, 87300822, 87182063, 87212027, 80142778, 80142281, 80140087, 80110684];['Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Lyon-Part-Dieu', 'Chalon-sur-SaÃ´ne', 'BesanÃ§on-Franche-ComtÃ©', 'Belfort-MontbÃ©liard-TGV', 'Mulhouse', 'Strasbourg', 'Baden-Baden', 'Karlsruhe-Hbf', 'Mannheim-Hbf', 'Frankfurt/M (Francfort)']
OCESN009583F0300315179;[87751008, 87319012, 87318964, 87723197, 87725002, 87300863, 87300822, 87182063, 87214056, 80142778, 80142281, 80140087, 80110684];['Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Lyon-Part-Dieu', 'Chalon-sur-SaÃ´ne', 'BesanÃ§on-Franche-ComtÃ©', 'Belfort-MontbÃ©liard-TGV', 'Mulhouse', 'SÃ©lestat', 'Baden-Baden', 'Karlsruhe-Hbf', 'Mannheim-Hbf', 'Frankfurt/M (Francfort)']
OCESN009584F0600615186;[80143503, 80143313, 80143099, 87212027, 87113001];['Freiburg-Breisgau', 'Emmendingen', 'Offenburg', 'Strasbourg', 'Paris-Est']
OCESN009588F0300315202;[80143503, 80143313, 80143198, 80143099, 87212027, 87113001];['Freiburg-Breisgau', 'Emmendingen', 'Lahr', 'Offenburg', 'Strasbourg', 'Paris-Est']
OCESN009591F0700715215;[87113001, 87212027, 80143099, 80143198, 80143313, 80143503];['Paris-Est', 'Strasbourg', 'Offenburg', 'Lahr', 'Emmendingen', 'Freiburg-Breisgau']
OCESN009592F0200215220;[80142281, 87212027, 87113001];['Karlsruhe-Hbf', 'Strasbourg', 'Paris-Est']
OCESN009593F0800815221;[87113001, 87212027, 80142281];['Paris-Est', 'Strasbourg', 'Karlsruhe-Hbf']
OCESN009809F0200215302;[87223263, 88140010];['Lille Europe', 'Bruxelles-M./Brussel-Z.']
OCESN009810F0600615312;[88140010, 87223263, 87313882, 87271494, 87111849, 87723197, 87763029, 87318964, 87751008];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'TGV Haute-Picardie', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Part-Dieu', 'Valence-TGV', 'Avignon-TGV', 'Marseille-St-Charles']
OCESN009812F4504515318;[88140010, 87223263, 87271494, 87111849, 87723197, 87763029, 87775007, 87773002];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Part-Dieu', 'Valence-TGV', 'NÃ®mes', 'Montpellier-Saint-Roch']
OCESN009816F0100115334;[88140010, 87223263, 87271494, 87111849, 87723197, 87763029, 87318964, 87751008];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Part-Dieu', 'Valence-TGV', 'Avignon-TGV', 'Marseille-St-Charles']
OCESN009816F0300315335;[88140010, 87223263, 87271494, 87111849, 87723197, 87722025];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Part-Dieu', 'Lyon-Perrache']
OCESN009826F1401415342;[88140010, 87223263, 87271494, 87111849, 87723197, 87763029, 87703975, 87688887];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Part-Dieu', 'Valence-TGV', 'NÃ®mes Pont-du-Gard', 'Montpellier-Sud-France']
OCESN009830F1501515344;[88140010, 87223263, 87271494, 87111849, 87723197, 87318964, 87319012, 87751008];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN009830F1901915347;[88140010, 87223263, 87271494, 87111849, 87723197, 87318964, 87319012, 87751008, 87755009, 87757526, 87757625, 87757674, 87756056];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Part-Dieu', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles', 'Toulon', 'St-RaphaÃ«l-Valescure', 'Cannes', 'Antibes', 'Nice-Ville']
OCESN009833F0100115373;[88140010, 87223263, 87313882, 87271494, 87111849, 87393702, 87396002, 87484006, 87481002];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'TGV Haute-Picardie', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Massy-TGV', 'Le Mans', 'Angers-St-Laud', 'Nantes']
OCESN009835F0200215383;[88140010, 87223263, 87271494, 87111849, 87723197, 87763029, 87318964, 87319012, 87751008];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Part-Dieu', 'Valence-TGV', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
OCESN009836F4204215389;[88140010, 87223263, 87271494, 87111849, 87723197, 87763029, 87775007, 87773002, 87773200, 87781278, 87781005, 87781104, 87784009];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Lyon-Part-Dieu', 'Valence-TGV', 'NÃ®mes', 'Montpellier-Saint-Roch', 'SÃ¨te', 'Agde', 'BÃ©ziers', 'Narbonne', 'Perpignan']
OCESN009838F0100115419;[88140010, 87223263, 87313882, 87271494, 87111849, 87393702, 87396002, 87471003];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'TGV Haute-Picardie', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Massy-TGV', 'Le Mans', 'Rennes']
OCESN009846F3203215429;[88140010, 87223263, 87342014, 87313882, 87271494, 87111849, 87694109, 87723197, 87722025];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'Arras', 'TGV Haute-Picardie', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Creusot - TGV (le)', 'Lyon-Part-Dieu', 'Lyon-Perrache']
OCESN009846F3603615436;[88140010, 87223263, 87342014, 87271494, 87111849, 87694109, 87723197, 87722025];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'Arras', 'AÃ©ropt-C-de-Gaulle-TGV', 'Marne-la-VallÃ©e-Chessy.', 'Creusot - TGV (le)', 'Lyon-Part-Dieu', 'Lyon-Perrache']
OCESN009852F2602615443;[87722025, 87723197, 87694109, 87111849, 87271494, 87223263, 88140010];['Lyon-Perrache', 'Lyon-Part-Dieu', 'Creusot - TGV (le)', 'Marne-la-VallÃ©e-Chessy.', 'AÃ©ropt-C-de-Gaulle-TGV', 'Lille Europe', 'Bruxelles-M./Brussel-Z.']
OCESN009854F2602615445;[87751008, 87319012, 87318964, 87723197, 87111849, 87271494, 87223263, 88140010];['Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Lyon-Part-Dieu', 'Marne-la-VallÃ©e-Chessy.', 'AÃ©ropt-C-de-Gaulle-TGV', 'Lille Europe', 'Bruxelles-M./Brussel-Z.']
OCESN009862F3303315460;[87784009, 87781104, 87781005, 87781278, 87773200, 87688887, 87703975, 87763029, 87723197, 87111849, 87271494, 87313882, 87342014, 87223263, 88140010];['Perpignan', 'Narbonne', 'BÃ©ziers', 'Agde', 'SÃ¨te', 'Montpellier-Sud-France', 'NÃ®mes Pont-du-Gard', 'Valence-TGV', 'Lyon-Part-Dieu', 'Marne-la-VallÃ©e-Chessy.', 'AÃ©ropt-C-de-Gaulle-TGV', 'TGV Haute-Picardie', 'Arras', 'Lille Europe', 'Bruxelles-M./Brussel-Z.']
OCESN009862F3403415454;[87688887, 87703975, 87763029, 87723197, 87111849, 87271494, 87313882, 87342014, 87223263, 88140010];['Montpellier-Sud-France', 'NÃ®mes Pont-du-Gard', 'Valence-TGV', 'Lyon-Part-Dieu', 'Marne-la-VallÃ©e-Chessy.', 'AÃ©ropt-C-de-Gaulle-TGV', 'TGV Haute-Picardie', 'Arras', 'Lille Europe', 'Bruxelles-M./Brussel-Z.']
OCESN009864F1101115466;[87773002, 87775007, 87763029, 87723197, 87111849, 87271494, 87223263, 88140010];['Montpellier-Saint-Roch', 'NÃ®mes', 'Valence-TGV', 'Lyon-Part-Dieu', 'Marne-la-VallÃ©e-Chessy.', 'AÃ©ropt-C-de-Gaulle-TGV', 'Lille Europe', 'Bruxelles-M./Brussel-Z.']
OCESN009866F2002015474;[87756056, 87757674, 87757625, 87757526, 87755009, 87751008, 87319012, 87318964, 87723197, 87111849, 87271494, 87223263, 88140010];['Nice-Ville', 'Antibes', 'Cannes', 'St-RaphaÃ«l-Valescure', 'Toulon', 'Marseille-St-Charles', 'Aix-en-Provence-TGV', 'Avignon-TGV', 'Lyon-Part-Dieu', 'Marne-la-VallÃ©e-Chessy.', 'AÃ©ropt-C-de-Gaulle-TGV', 'Lille Europe', 'Bruxelles-M./Brussel-Z.']
OCESN009866F2102115473;[87722025, 87723197, 87111849, 87271494, 87223263, 88140010];['Lyon-Perrache', 'Lyon-Part-Dieu', 'Marne-la-VallÃ©e-Chessy.', 'AÃ©ropt-C-de-Gaulle-TGV', 'Lille Europe', 'Bruxelles-M./Brussel-Z.']
OCESN009870F0600615490;[88140010, 87223263, 87271494, 87171926, 87147322, 87142109, 87212027];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'AÃ©ropt-C-de-Gaulle-TGV', 'Champagne-Ardenne', 'Meuse-TGV', 'Lorraine-TGV', 'Strasbourg']
OCESN009870F0700715497;[88140010, 87223263, 87271494, 87171926, 87142109, 87212027];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'AÃ©ropt-C-de-Gaulle-TGV', 'Champagne-Ardenne', 'Lorraine-TGV', 'Strasbourg']
OCESN009872F1401415500;[88140010, 87223263, 87342014, 87271494, 87171926, 87142109, 87212027];['Bruxelles-M./Brussel-Z.', 'Lille Europe', 'Arras', 'AÃ©ropt-C-de-Gaulle-TGV', 'Champagne-Ardenne', 'Lorraine-TGV', 'Strasbourg']
OCESN009877F0100115522;[82001000, 87191007, 87192039, 87212027, 87182014, 87182063, 87300822, 87300863, 87713040, 87723197, 87763029, 87318964, 87319012, 87751008];['Luxembourg', 'Thionville', 'Metz-Ville', 'Strasbourg', 'Colmar', 'Mulhouse', 'Belfort-MontbÃ©liard-TGV', 'BesanÃ§on-Franche-ComtÃ©', 'Dijon-Ville', 'Lyon-Part-Dieu', 'Valence-TGV', 'Avignon-TGV', 'Aix-en-Provence-TGV', 'Marseille-St-Charles']
